Geneid	Length	genome_mapping/Low.6694c2.rep3.RNAseq.mm10.sorted.bam
Slc25a37	4162	14926
Lipf	1353	0
Lce1h	706	26
2310057J18Rik	1319	78
Actl11	3993	0
Pop1	3393	1948
Stx17	5776	2937
Dph2	2526	1380
Mansc1	2376	724
Fbxo32	6936	5831
Iah1	926	3383
Ttc39d	2023	2
Slc48a1	2526	9109
Ribc2	2396	0
Mgarp	1429	1136
4930578I06Rik	1033	4
Ddx47	1764	9135
Plgrkt	843	1854
Prpsap1	1868	6961
Caap1	2109	966
Arpc5	1897	26498
Cdk2ap2	911	7272
Ilf2	1973	12276
Ahctf1	8831	11779
Plxnd1	6907	19891
Sfr1	1583	24425
Dalrd3	1737	2252
Snrnp48	1789	3758
Pnrc2	1907	6891
Dgat2	2251	2418
Pllp	1889	2111
Tprgl	1786	6979
Poldip2	1951	5909
Tmem70	1732	2966
Lce1f	717	9
Brix1	2654	5025
Pop5	989	1483
Wdr83	1238	2605
Mrpl57	2321	2146
Nop9	3828	5517
Rab32	2054	1251
Rnf115	2265	5372
Cdca5	1906	1679
Mtres1	924	841
Knstrn	3118	4496
Asprv1	1531	74
Cysrt1	781	62
Yipf4	2133	9178
Rgs10	875	897
Cela3b	897	4
Mrrf	2250	2578
Mri1	2149	3262
Tpbpb	710	0
Cfap410	1696	994
Saraf	1883	26192
Tmem100	1764	123
Ufm1	4867	7200
Tmem86a	1791	1779
Ppa1	1292	7498
Ccdc80	3690	2202
Pef1	1551	4342
Cmc1	1183	1279
Mtfp1	1396	253
Cs	2936	17199
Sumf2	2161	2530
Ppm1m	2070	1901
Galntl5	1599	0
Coq9	1697	3648
Mak16	1857	5396
Fam32a	3165	13171
Abca14	5384	8
Serpini2	1424	0
Wdr55	1525	3294
Atp5g2	647	5050
Tex13a	1323	0
Nifk	1894	4071
Tubb6	1744	19815
Sugt1	3024	10513
Zcchc10	1257	1488
Ooep	1207	0
Tppp3	1024	1039
Mphosph10	2202	2422
Ccny	5761	19081
Tctn2	2733	1795
Atad1	2813	12488
Mrpl19	5000	3996
Ssxb1	875	0
Grhl2	4946	54
Srsf6	3546	26183
Ddx59	2228	1116
Cfap298	1163	2108
Sdhaf4	667	861
Coq5	2001	2665
Bambi	5040	395
Snrpg	393	4655
Zwilch	2784	1396
Trap1	2452	10474
Cavin4	2044	201
Mrm2	1443	498
Bphl	1209	2106
Pdf	1536	3329
Cdc42ep3	2267	388
Pclaf	2387	4118
Tmem178	1696	8
Emc4	975	3942
Fam122a	1696	2183
Zfp706	4417	27013
Eef1akmt1	852	1284
Rtraf	1510	10547
2700062C07Rik	1032	1306
Mpnd	1694	7061
Rps13	582	31388
Ubxn2b	4735	729
Serpina12	3690	24
Ddx56	3287	5254
Chd1l	2989	2775
Slc25a39	1667	11472
Mrnip	1140	299
Psmd8	1513	22360
Lurap1	1427	65
Pak1ip1	1753	9585
Dcakd	1714	2914
Yif1a	1493	3194
Ncbp2	2037	4057
Txndc17	1446	9947
Cdca8	1626	3039
Cntd1	2228	35
Atg101	1230	3805
Yeats4	1408	2482
Lhfpl5	1247	2
Gcsh	1247	5676
Upf3b	2344	2513
Ino80	6353	6316
Arl13b	3540	3006
Gar1	1271	5230
D10Wsu102e	3509	3701
Washc2	4297	15569
Stx19	1188	11
Mrpl24	949	4178
Pate6	1334	0
Rpl39l	805	18
4930591A17Rik	735	0
Inka1	1061	56
Ebpl	2077	593
C2cd6	7528	0
Hyi	927	1424
Denr	2236	7610
Fam135a	6467	4033
Leprotl1	2585	8811
Ndufb4	454	630
Rnaset2b	1013	501
Urm1	2143	3658
Rnaseh2c	646	2777
Tmbim4	808	3346
Coa3	718	2976
Gsto2	1394	210
Fam98b	1861	4680
Nudt21	1111	4145
Fam166a	1126	2
Efcab2	3665	343
H2al2a	542	0
Gtsf1l	880	0
Rpa3	638	3355
A930018P22Rik	819	4
Babam1	1592	6386
Ggct	1362	1589
Art4	2384	32
Ift80	4090	1800
Trmt12	4133	727
Agpat4	1910	4450
Zdhhc21	8763	12868
Dnaaf1	2821	8
Toe1	2008	1721
2310057M21Rik	5308	1257
Mto1	2364	1441
Fam114a1	2949	5678
Lypd2	492	2
Aph1c	5185	119
Nudt22	999	768
Blvra	1170	1906
Golt1a	1842	414
Ndufb10	676	4858
Tmem174	2252	0
Mettl26	811	1662
Ndufs3	949	4154
Mul1	3732	2533
Aspdh	966	80
Gabarapl2	980	4452
Etfb	904	4879
0610030E20Rik	4634	4673
Rab14	3081	24730
Ndufa8	795	5427
Zfp414	1207	1409
Mogat1	1206	0
Sycn	557	0
Ankrd13d	2141	349
Dusp23	1417	385
Ppp1r14a	531	45
Mrpl14	618	1969
Tmem126b	858	524
Mob1b	3171	2736
Phf5a	1648	4265
Card19	804	8558
Slc46a1	1974	634
Zfp579	2159	1710
Ndufaf4	3632	1329
Tspan11	4209	641
Mrpl53	620	2960
Ints1	7113	11787
Ciao2b	680	3862
Mrpl13	786	4514
Trir	1013	13244
Col6a4	7439	2
Dpm3	497	1602
Mrps18a	864	3060
Cdc42ep2	1491	3493
Lamtor5	883	4289
Tmed10	3526	27523
Mocos	2884	1134
Syf2	1276	6859
Ube2c	931	6032
Eola1	1057	1162
Mthfd2l	2245	2048
Cfap57	4010	1
Fbxw9	1842	4712
Agpat5	3829	3968
Myct1	2779	60
Ss18l2	517	879
Tm2d3	1003	1909
Smyd2	1608	4870
Klk5	1239	0
Krtap4-2	971	0
Fitm1	912	40
Lce1e	712	0
Hddc3	860	162
Ppp1r27	775	24
Upk1a	1308	49
Gtf2f2	1467	2735
Rabl2	1646	1150
Cilp2	4022	24
Dhrs1	1471	5731
Lurap1l	1699	12968
Lce1b	647	1
Arl8a	1702	10357
Dus1l	1909	2729
Mrps18c	502	1718
Mybphl	1276	16
Krtap4-6	918	0
Ms4a6d	1371	2301
Pdgfrl	1533	695
Prr32	1109	0
Ubqln1	3686	26307
Cmc2	1440	953
Ppil1	1215	4026
Pdcl3	1706	6580
Mrpl52	412	5476
Gkn3	793	112
Ubac2	2154	5906
Cd177	2714	116
Rasl11a	1126	98
Hint2	591	1181
Ubap2	4369	14544
Ptcd2	1675	3030
Rasl11b	1768	1155
Chmp2b	1907	8299
Pink1	2366	8365
Fam216a	1362	1515
Srrm4	7475	115
Ngdn	1200	4142
Cdan1	6384	2608
Eif1b	917	4172
Dcaf12	3454	8709
Tamm41	1166	1837
Ssu72	1451	4479
Zfp580	1102	606
Cts3	1442	0
Sectm1b	2322	2
Thap7	1164	1318
Spcs1	1006	10554
Snx15	1591	1887
Smdt1	585	5297
Zg16	682	6
Isca1	1915	4829
Atp2c2	3223	388
Ovol2	1533	0
Pnlip	1498	0
Chac1	1570	494
Tcim	1775	22557
Ebna1bp2	2960	7509
Triap1	1066	1962
Zc3h15	1962	10181
Sult1c2	1465	1393
Oxa1l	2534	6193
Tmem160	815	1704
Stoml1	2268	3274
Snrpd2	488	6437
Alkbh3	1231	2846
Adh6a	1341	0
Eci3	1346	3
Tusc1	1364	643
Vstm5	1988	1009
Cd209f	1109	1214
Slirp	419	1200
Gsdmd	1776	7404
2200002J24Rik	610	37
Ccdc124	911	6737
Comtd1	2241	294
Rhebl1	1213	943
Manbal	1107	3728
Bola1	729	1161
Fcmr	1491	6
C1qtnf2	1211	16
Tmem256	431	2516
Erp27	953	24
Kmt2e	7227	14196
Mcemp1	1132	181
Dhx16	3390	7146
Ptms	1155	64515
Dnajc24	1198	1345
Ddah1	3747	944
Cryzl1	1792	3150
Snx6	1879	16104
Zfp688	1016	590
Gtpbp4	2565	10359
Pdzph1	4174	0
Zfp397	5486	2804
Kctd5	2457	8373
Rfc3	1215	2953
Krt5	2205	1
Rps27	575	170
3300002I08Rik	648	36
Glipr1l1	896	0
Odf3	924	0
Cmtm2a	1084	1
Cst13	765	0
Lrrc46	1298	34
Asb9	1128	0
Dcps	1194	2170
Efcab9	767	0
Pacrg	1355	604
Izumo3	1263	0
1700001L19Rik	1808	0
Hmgb4	684	0
Fam24b	676	0
1700007K13Rik	804	4
Lelp1	870	6
Pfdn5	678	10688
Ccdc54	1296	0
1700008P02Rik	788	0
1700008O03Rik	911	12
Smim23	606	0
Cst12	537	0
Spaca4	710	18
1700012P22Rik	972	0
Ms4a20	1194	0
Smco2	1268	7
Btbd9	6857	4298
1700013G24Rik	1036	0
H2bl1	476	3
Tmem89	538	0
H2bfm	1049	0
1700018F24Rik	1119	0
Plac8l1	763	0
Ssmem1	1597	6
1700016C15Rik	749	320
Dennd6b	4611	1128
Prss56	2179	2
Clic3	799	792
Krtap4-13	819	0
Bap1	3406	10402
2300009A05Rik	598	435
Ndufaf5	2732	849
Dydc1	995	4
Klk12	930	0
Esam	1865	692
2310002L09Rik	2158	84
Krtap26-1	973	0
Avpi1	976	5908
Ten1	902	1235
Lyg1	798	0
Capns2	1015	8
Wdr5b	1785	348
Nkpd1	2753	19
Klhdc2	1946	15382
Nmrk2	1840	70
Mfsd3	2169	686
Hjv	2021	140
Gpx8	1016	4218
Odam	2024	0
Afg3l2	3114	20412
Mtfmt	2042	1130
Sec24d	3857	10313
Ovca2	2642	831
Lce1d	678	0
Khnyn	5962	7923
Enho	1247	88
Cd164l2	986	4
Tmbim1	2309	19095
2310061N02Rik	792	0
Ddx51	4846	3647
Krtap1-5	1040	4
Ccdc115	1705	3036
Il1f8	790	4
Hddc2	718	1421
2310057N15Rik	1026	0
2310079G19Rik	879	0
Col22a1	6128	6
Tecr	1174	20601
Trip13	2267	2685
Def6	2277	2876
Smyd3	6878	1245
Gemin7	763	4437
Nup37	1369	1678
Ttl	4562	2576
Dph5	1567	1323
Tm2d2	1281	6681
Pold4	967	1174
Zswim7	752	408
Zfp511	1100	1265
Leng1	2213	1550
Mrpl12	981	6295
Tnfaip8l2	1116	441
Fam174c	651	294
Ms4a6b	1687	1122
Ceacam13	1085	0
Anxa13	1238	4261
Med30	871	2586
Tmem147	868	4273
Cdc42ep1	2542	11992
Prss32	1460	4
Mzb1	906	8
Glod5	672	1449
Polr2f	569	5607
Eif1ad	2469	4735
2010003K11Rik	1167	73
Ttc39b	8764	14535
1810065E05Rik	925	0
Ndufa11	2661	2802
Snrpf	813	566
Coa7	2876	892
Rnf157	4655	1115
Polr2i	690	1056
Taf1d	1699	4949
Cenps	930	419
Trmt10b	2023	1158
Scrn1	1777	300
Dnaaf2	3390	1788
Rpp25l	839	1326
Spaca9	671	316
Manba	3674	7671
Tspo2	935	14
Cmtm8	1064	324
Prpf4	5237	4467
Ccdc89	2353	14
Sdr9c7	2849	9
Ctag2	857	0
H1f7	1326	0
Zdhhc25	1368	0
Lysmd2	1200	922
Ube2q1	3081	13515
Ifi35	1360	856
Sfxn1	2810	14934
Nbdy	856	1620
Rpf1	2612	4649
Mettl7a1	1883	4670
2210016F16Rik	2822	3568
Lipn	1502	4
Fam162a	681	9165
Cd209g	1085	251
Ctsll3	1332	0
Taco1	1774	963
Gorasp2	2484	17776
Poc1a	1707	655
Rnf168	4465	4158
Ufsp1	996	249
Psmd1	3256	24455
Chp2	1171	133
Ly6g6e	1137	0
Afap1	6617	8019
Gcc2	6511	2426
Fuz	1698	710
Cactin	2724	3515
Iyd	1547	93
Ube2cbp	1828	525
Basp1	1855	43390
Isl2	1851	16
Steap1	1216	1588
Fndc5	2763	138
Psg21	2159	0
Spdl1	2510	1053
Ttc9c	3470	6666
Lrrc28	4261	591
Calml3	1426	0
Arpin	2184	5060
Polr3b	4969	3309
Rufy2	7374	1173
Draxin	5200	210
Taf15	2052	6664
Mpc2	806	1955
Wdr77	3553	9469
Atad2	5683	3808
Mipep	3581	1962
Pnma1	2359	159
Atp6ap2	2368	10032
Eef2kmt	2140	1375
Lca5	4782	552
Glipr2	2019	536
Lrfn2	3001	4
Chrnb3	4589	0
Tmem242	971	3943
Slc25a33	1877	906
Wars2	4388	1549
Cpm	5195	124
Pak4	2898	6059
5730455P16Rik	4536	2929
Ecd	3125	7072
Zfp398	3478	715
Fam241a	1603	974
Med26	3039	2305
Dcp2	8643	5001
Naa30	4429	4641
Actr8	2121	3933
Zcchc8	4286	4746
Sik3	6287	10722
3830403N18Rik	1020	12
Hrct1	913	370
3830417A13Rik	1649	0
Nup205	6228	15291
Pvr	2888	10288
Gpr137c	2444	22
6330409D20Rik	1118	8
Ppp2r2b	2857	80
Cwf19l2	3953	1336
Prdm5	2795	204
Serpinb7	1887	0
Klhl30	3020	385
Usp38	4685	5796
Cep192	8093	5725
Pgrmc2	3007	14375
Cfap43	5947	157
Arrdc2	2346	1509
Krt34	1608	0
4921507P07Rik	2334	216
Krtap31-1	971	0
Ldhd	2895	2227
Slc22a16	2243	0
Krt28	1489	0
Lrrc63	2519	2
Spata16	2103	0
Ak6	990	2095
Fam71d	1778	0
Lpcat2b	2782	2
4921504E06Rik	2004	0
Tex47	1046	0
Speer4f1	1232	0
Wdr20rt	2228	0
Ccdc178	3335	0
Tex19.2	2046	0
Psd3	11804	3589
Pgm2l1	8626	3500
Ccdc105	1718	0
Cabs1	1490	0
Fancd2os	1358	0
Ubqln5	1911	0
Potegl	1842	0
Spef1	2264	2074
Naa40	3275	4383
Prss41	1112	12
Speer3	1191	10
Tmem30c	1382	2
Selenoi	6806	14921
Zbtb46	3334	517
Tekt3	1739	0
Hsfy2	1401	0
Rimklb	4017	0
Adam30	3536	7
4933412E24Rik	1753	0
Gpr39	2689	2376
Tex52	1092	6
4933416I08Rik	1256	0
Zfp626	5329	1250
Zdhhc11	1517	0
Nbas	7240	4392
Nipbl	10762	5976
Fbxo24	2159	102
Iqgap2	5771	4443
Otud1	3549	1274
Cage1	2858	114
Dym	2479	4169
Enkur	1199	115
Dmrtc2	1619	0
Spata24	969	356
Poc1b	2924	2138
Noxred1	1412	4
Ccdc57	3390	469
Taf3	4805	3651
Rnf148	1242	0
Rassf8	5407	17256
Tchhl1	2066	0
5430402E10Rik	798	0
Krtap7-1	621	0
Krtap28-13	992	0
5530400C23Rik	647	0
Fam83c	2335	37
Dhrs2	1273	4
Amtn	1022	0
Ankrd40	3763	7460
Krtap2-4	830	0
Ccdc191	3643	700
Obox1	1217	0
Alpk1	4795	626
Bbs7	2598	448
Vps35l	3577	8956
Cyp2u1	2331	95
Grap	1599	123
Ggt6	1822	117
Fam110c	2670	7287
Izumo4	938	454
Mcm9	4662	892
Sval1	617	0
9130008F23Rik	2159	3227
Ceacam20	2895	4
Snx20	1434	339
Arl14	1200	2162
Krtap5-2	1474	0
Mettl7b	1227	463
Atraid	971	3989
Atp5h	574	9939
Galnt14	2467	8
Pnpt1	2657	2689
Ubiad1	2981	1606
Csnk1d	3749	26736
Syde1	3288	4591
Mus81	2421	1725
Dram1	2807	784
Cdc40	3365	3755
Smug1	3611	2569
Stk11ip	4458	2867
Lrwd1	2179	3454
Ulk3	2826	1801
Rhpn2	3439	3343
Gtf3c2	4551	12438
Dhdh	2747	430
Cpn2	4582	949
Selenoo	2428	2431
Vwa8	7195	5991
Amdhd1	2421	343
Raver1	3453	4148
Vwce	4543	180
Bbs10	2753	184
1300017J02Rik	2275	1061
Tha1	1840	447
Slc16a14	2349	63
Trnau1ap	1130	2274
Cpa4	2738	2
Ints12	3083	4430
Chst13	1651	84
Mtfr2	2307	268
Tmem50a	1096	13805
1700001F09Rik	883	12
Lrrc34	1840	0
Ddi1	1520	0
Pdilt	2139	4
Csl	1954	9
Dcaf7	5749	15709
1700003E16Rik	2050	98
Osgin1	1976	3846
Tekt4	1532	2
Tcp11x2	1776	4
Btbd35f1	1955	0
Pdia6	2146	41331
Dpep3	1681	43
Wfdc3	820	30
Cfap52	2201	63
Zswim2	2062	0
Tex44	1721	0
Fam217a	2395	11
Thegl	1719	7
Cfap45	1822	622
Efhc1	2208	58
Fam83d	2260	1502
Acsl5	3151	47224
Coq2	1712	4182
Faap100	3175	2863
Ppm1j	1720	437
Krt33a	1679	52
Tmem106b	6082	14161
Cand1	8209	14433
Cldn23	1851	178
Haus5	2195	1739
Jsrp1	1116	48
Dus4l	1768	529
Rpap3	2260	3453
Borcs6	1802	1908
Tube1	2929	263
Itfg1	3355	10318
Xrcc4	1547	1049
Endod1	4470	8078
Tmem94	4996	6975
Cers5	2010	7801
Napg	3483	4596
Rnf135	1964	1700
Ints11	2347	4173
Castor1	1574	611
Nkiras2	2013	1560
Wdr73	2587	1712
Zswim1	2701	658
Rbpms2	1956	2682
Zdhhc13	2407	3198
Prr23a3	1814	0
Tmco6	1815	1849
Acad10	3621	700
Ddx28	1871	2071
Esco2	2899	735
Rpusd4	1797	1982
Ddx54	3931	13122
Cnot11	3267	3596
Cnn3	2003	36634
Fthl17a	840	0
Smg9	2232	3759
Slc25a35	1827	53
Fbxo22	2102	4334
Tmem38b	2861	1178
Btbd17	2260	30
Tedc2	2225	875
Slc35f2	2568	22
Trmu	1520	1043
Slc39a4	2244	18956
F11	2246	220
Cotl1	1639	36132
Chaf1b	1913	1648
Anks4b	2030	768
Gcnt3	4301	4949
Cyp2c55	1989	14
Entpd8	2306	209
Ugt2a3	2117	194
Cracdl	4361	4580
Tmem68	2817	3063
Dusp11	6434	19364
Jmjd8	2092	1431
Trub1	6395	1998
Pygo1	8320	104
Chst14	2087	2045
Cep89	3940	2927
Frmd6	4662	9634
Rfc5	1730	2816
Zfp157	5304	914
Cenpn	1768	880
Pgm1	2334	17256
Egln3	2676	20984
Tmem163	2517	1108
Dhx36	4975	7442
Thumpd2	1856	351
Mfsd8	3158	1161
Klhl35	1952	32
Scaf11	7724	20828
Fbxl20	8607	10848
Supt7l	2677	1999
Mtrex	3309	8329
1700001P01Rik	624	30
Spata31d1a	4277	0
1700021F07Rik	641	0
Zfp558	3887	201
1600014C23Rik	518	17
1700030K09Rik	2427	1123
Tram1	2943	15463
Lrrc8e	3878	650
Cda	809	1561
2200002D01Rik	507	7116
Fam186a	621	2
Sh2d4a	2767	2778
1810062G17Rik	911	162
Lsm11	6453	1600
B3gnt3	2102	21666
Cyp2c65	1941	439
Brf1	2755	5837
Fryl	11470	11180
Cyth4	2791	3614
Kifbp	2472	2663
Xpo5	5052	10382
Klhl40	2455	87
Wdr89	2981	474
Dusp3	4203	4639
Ptar1	2064	790
2210016L21Rik	1320	3166
Psca	856	232
Rbm12b1	3284	475
Pinx1	1351	1190
Kcnmb2	2919	4
Sgo1	3609	1400
Lrpprc	4621	7356
Rbm33	9501	10962
Ttc30b	2613	868
Ceacam18	1937	2
Rab38	1577	2094
Htatsf1	2974	5532
Prcp	2964	2400
Immp1l	955	1737
Fgfbp3	1756	321
Pip4p2	2280	5044
Col16a1	5206	1089
Aldh1b1	2302	282
Exosc6	1326	3137
Lrmda	911	53
Utp14a	2431	3278
Pcbd2	546	855
Ppme1	2361	8353
Pdia5	1809	1589
Pih1d2	1259	52
Anks3	2483	3882
Hspa12b	2943	498
Ccdc12	821	3887
2700097O09Rik	1204	723
Skida1	4363	164
Zfp518a	6840	591
Angptl1	2191	18
Tmx1	2320	10729
Ttc39c	2385	2288
Rspo3	2396	80
Ndc1	4574	4551
Ttc19	3436	1761
Mon1a	2095	1001
Mblac2	3881	838
Rtl8c	952	40
Bbof1	2190	54
Yju2	1313	833
Ccdc13	2640	12
Setd5	6535	22533
Anln	5421	11511
Ccnt2	3514	5056
Zfp493	3272	74
Kremen2	2117	2
Ttc9b	904	0
Glrx5	1002	5045
Camk2n2	1282	265
Fut11	3344	3582
Ppil6	1070	31
Pmpcb	1596	6358
2900092C05Rik	851	0
Rflna	1677	64
Cavin3	1026	7803
Trip11	6448	2279
Prrc1	4801	8144
Cenpv	1034	1338
Gulp1	2976	56
Larp1	6615	28816
Tm7sf2	1479	1629
Fezf1	2308	0
3110082I17Rik	1461	1940
Bmper	3806	1399
Prl8a1	864	0
Ceacam5	3248	0
Ccdc18	4657	189
Cib4	768	0
1700037C18Rik	1097	68
Cabcoco1	1238	22
Rhobtb3	4937	6053
1700034I23Rik	2306	14
1700031F05Rik	1360	0
Lrrc69	1210	8
Calr3	1863	396
Actrt2	1440	0
Actrt1	1339	0
1700056E22Rik	967	253
Col20a1	4189	307
Phospho2	2104	1657
Cmtm2b	883	0
Prss52	1023	0
Pebp4	1298	1
Fam177a	3841	0
Nipsnap3a	1099	0
Tepp	885	0
Zfp763	3385	352
Rasip1	3152	369
Aldh3b3	1999	1
1700066M21Rik	3007	550
Kif2b	2270	0
Samt3	1048	0
Speer4b	1977	2
Nudt16l2	871	0
1700094D03Rik	3085	519
Dusp21	823	0
Marveld3	3205	252
1700125H20Rik	975	14
Cybrd1	5208	985
Thoc3	2326	5845
Rec114	883	54
Wdr75	2972	5554
Tex19.1	1739	0
Zbtb8a	2229	596
Bloc1s2	897	2727
Glipr1	1081	4204
Ndufaf7	2303	1726
Dppa2	1941	2
Mvb12a	1062	4319
Krtap21-1	748	0
Lce1c	724	2
Cst6	3951	64
Lce1a2	715	0
Lce1l	670	0
Kprp	2729	6
Fcf1	716	4485
Haus7	1365	2698
Cby1	1119	1490
Man2c1	3221	4976
Gadl1	3652	2
Ttc7	4615	4694
Micu2	2310	10580
Tex36	915	0
Satl1	2412	0
Mfsd12	3971	1352
Ppp1r21	3135	4543
Klk9	1475	4
Ankrd42	2782	191
Fam122c	1037	0
Ift57	2540	1302
Ccdc175	2630	3
Jakmip3	5574	0
Rap2b	4197	8589
Fcho1	3403	1181
Phf19	3743	1109
Traf3ip1	3500	1722
Nphp3	6426	986
Rin2	4657	18238
Esyt2	5541	35119
Ttc21a	4182	38
4931406B18Rik	3970	2
Lmntd1	1534	0
Slc7a13	2134	0
Paqr5	3500	2807
Npl	1403	1075
Pop7	792	1273
Gga2	4891	4570
Dcaf6	3305	5066
Rbm19	3952	3794
Cbx6	5449	15564
Acoxl	2861	9
Tmem43	2899	20538
Krt80	3067	1509
Dmgdh	2979	650
Cyp2s1	2623	7400
Lonp1	2966	17380
Dock8	7810	9426
Acot12	3049	309
Cmtr1	6380	357
Josd1	3394	8529
Nudt9	1492	5584
Gtsf1	722	8
Crct1	717	2
Muc5b	14963	422
Gbe1	2988	3067
Ccdc3	2658	269
Katnb1	3425	3486
P2ry13	2526	218
Arpc5l	1271	4978
Rnd3	2827	3552
Khdc4	3783	13916
1700017B05Rik	4934	7153
Septin14	1470	0
Lrrc2	3655	654
Stimate	3738	1768
Tspan17	1556	2466
Rnf138rt1	1194	4
Usp20	4157	4141
Mageb5	1251	0
Spata17	1645	12
Cldnd2	616	6
Chic2	2550	8670
1700080O16Rik	1454	0
Spatc1	1605	52
Spem1	1031	12
Ccdc182	1219	0
Isca2	868	2684
Mettl23	1039	1106
Inava	3013	14549
Snx19	5541	3407
Xrcc3	2461	1441
Palm3	2449	321
Sema3d	6521	64
Meak7	2574	1810
Lrguk	3058	14
Smchd1	7050	4464
Efhd1	1866	30
4931414P19Rik	2585	635
Spag17	7862	58
Lonrf3	7370	1606
Gcc1	4138	2986
Myo18b	8280	674
Hsf2bp	2867	236
Dpp8	4764	11470
Map10	3548	70
Terb2	2111	0
Efhc2	2622	73
Hyal6	3452	0
Plpp6	2882	1766
Gle1	3108	6195
Polr3c	1796	4513
Eaf1	4238	16433
Cfap20dc	2751	131
Sohlh2	2348	0
Lrriq3	2650	35
Slco6c1	2433	0
Arl13a	1742	0
Cfap53	2108	27
Tmc1	4073	0
Hyal5	2070	0
Taf7l	1935	0
Cep72	3632	388
Stpg3	1430	5
Rbm31y	1958	0
Lrrc71	3988	162
Lrrc15	5308	782
Kbtbd13	2969	12
Gorasp1	3483	2152
Lrrc17	2188	183
Cyp2j9	1944	45
Ppp4r4	3683	68
Tmem168	4583	7196
Gsdmc4	2084	16
Pck2	3403	4674
Themis3	2551	0
Elovl7	5437	7134
Nkx6-3	2236	38
Kcnk16	2367	0
Lratd1	3380	37199
Lvrn	3219	143
Glb1l	3422	576
Pyroxd2	3119	1932
Sppl3	2817	13427
Mrpl47	872	1401
Abcb8	2940	4740
Ocstamp	1956	83
Scpep1	2074	11432
Tmem81	1742	547
Shpk	2781	249
Spsb1	3054	5698
Pomk	3601	2925
Tex55	1368	0
Drc3	1858	63
Ptchd3	3236	0
Slc25a54	1538	1
Tdrd9	4809	0
Dnaaf6	1449	0
Wbp2nl	1318	0
Tmem114	1406	0
Cnep1r1	1832	6743
Trim14	3204	1381
Pcf11	5804	3839
Ddit4	1685	30514
Slamf8	2040	84
Trmt10c	1858	2332
Pik3cb	4854	2066
Hhatl	1995	93
Rita1	1666	719
Lmbr1l	2167	4788
Selenon	3445	10319
Glt8d2	2153	23
Manf	868	13739
Mss51	1829	174
Meikin	1433	0
Spin2-ps1	778	0
Fam228a	2889	9
4930447A16Rik	587	2
Ccdc181	1896	1250
Kbtbd11	6972	3093
Atp6v1e2	1005	0
4930503E14Rik	1289	0
Tmbim7	1680	0
Ct55	1203	4
Tmx4	5147	5632
Efcab10	675	0
Sf3a3	1697	6057
Zcchc13	1079	2
Usp50	1748	4
4930519L02Rik	620	0
Uhrf1bp1l	6446	10156
Zc2hc1b	1053	1
Nxnl2	1163	43
4930513O06Rik	802	0
Slxl1	743	0
Rasd2	2810	32
Mfsd13a	2280	1839
Ccdc146	3389	6
Tex38	818	6
Meiob	1703	7
Tmem269	1504	10
Samt4	963	0
Sv2c	4252	4
Tomm20l	596	1
4930564D02Rik	737	0
H2al3	550	5
Pelp1	3440	4748
Tmco5b	1237	0
Bcdin3d	1271	638
Slc35f4	1881	5
Ankrd53	1737	74
Parpbp	3628	611
Etnk1	6434	17296
Fam243	2679	3
Atf7ip2	2639	4
Ccdc83	2142	1
4930564C03Rik	1182	0
Spp2	879	127
Mrpl32	768	2511
Nop14	2702	5748
Mettl5	971	565
Zfp820	3695	459
Tti1	3831	3823
Fam166c	712	0
Cfap97d1	698	0
Gm10413	993	0
Cypt12	509	0
Phpt1	583	3681
Prps1l1	1676	4
Dynlrb2	515	0
Stpg4	847	2
Iqcf5	544	2
Pfn3	545	0
1700003F12Rik	733	67
1700012B09Rik	685	634
Hspb9	647	25
1700010B08Rik	896	2
Morn5	690	4
1700013F07Rik	592	2
Pou5f2	1395	11
1700020N15Rik	546	2
Pibf1	3281	839
Ttc32	1000	526
Eppin	755	0
Tex29	775	1
Fpgt	3492	1885
Akap13	12543	16391
Cfap161	1294	1
Ep400	10798	18176
Rsph9	951	143
Sgf29	1166	1210
Capsl	946	2
Nhej1	846	194
Spata9	1053	27
Acyp2	671	258
Prr29	789	1
Dynap	1227	4463
Relch	5406	3946
Krtap9-3	759	0
Dusp9	2700	3513
Malsu1	785	1472
Prl7b1	925	0
Pcdh1	3902	6763
Tm4sf5	975	206
Chmp4b	1606	21394
2010109A12Rik	548	1
Kxd1	1216	3993
Spata25	783	0
Speer4a	1503	40
Cldn22	994	39
Tmem238	1051	1316
Nudt16	1606	926
Rab4b	1170	2593
Krt24	1847	0
Rbm12	3752	4699
Vwa5b1	3857	0
Fam227a	5187	193
Iqcd	1668	73
Bcl2l12	1075	899
Slc10a6	2124	174
Klf17	3595	0
9130401M01Rik	1308	2142
Slx1b	3692	1263
Pnpla5	1694	0
Adad2	1962	0
Them4	1730	927
Klhl24	6683	11178
Wdr95	2482	28
Cdyl2	8087	3743
4930447C04Rik	1910	2
Nln	3780	7324
Wdr64	3816	0
Fam227b	1858	0
Hormad2	1343	3
Prame	2267	0
4930568D16Rik	1227	0
Clec4g	1235	195
Arl5b	6901	5746
Gsc2	1133	1
Gstt4	963	2
4930579G24Rik	1969	694
Samd7	3191	0
Rab30	1927	180
Epsti1	2322	284
Urb1	7365	2382
Ms4a4c	1723	22
Gbp8	2459	107
Rap2a	4172	6090
Gpsm2	3488	3858
Slc35d3	2629	4
Snrnp35	1092	795
Gpr165	3194	0
Tmem98	1442	6257
Arxes1	1580	0
Pwp2	3871	3029
Keg1	1666	24
